CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas
Clackamas,Saint Kevork Armenian Church,,OR,US,2020-10-11,,,,,,,general protesters,for U.S. assistance in stopping fighting between Armenia and Azerbaijan,0,rally,,,,,1,1,https://www.koin.com/local/clackamas-county/clackamas-rally-calls-on-us-gov-to-stop-violence-in-armenia-azerbaijan-war/,,,,
Coconut Creek,,,FL,US,2020-10-11,several hundred,300,,300,,,general protesters,"for President Trump, against socialism",2,rally,,,,,1,1,https://www.sun-sentinel.com/coronavirus/fl-ne-coronavirus-trump-rally-coconut-creek-20201012-7zkobxhtrzfx5deierpnoe4qcm-story.html,,,"Feat. Donald Trump, Jr. Fighters Against Socialism Bus Tour",
Decatur,North Franklin St and East Eldorado St,,IL,US,2020-10-11,,,,,,,Progressive Voices of Central Illinois; Refuse Fascism Central & Southern Illinois; the People’s Revolutionary Party of Decatur,"against President Trump, against fascism, against racism, for LGBTQ+ rights, for abolishing ICE",1,rally,,,,,1,1,https://herald-review.com/news/local/watch-now-decatur-rally-opposes-president-trump-seeks-allies/article_5e72ac0d-1910-5e19-907f-5f262a2338fa.html,,,,
Denver,Colorado State Capitol,,CO,US,2020-10-11,,,,,,,Front Range Mutual Aid Network,"for native peoples' rights, against colonialism, against fascism, against capitalism, for LGBTQ rights",1,direct action,,,,,1,1,https://www.facebook.com/events/624110634953501/,,,Day of Rage Against Colonialism,
Franklin,downtown,,TN,US,2020-10-11,,,,,,,Franklin County Republican Party,"for President Trump, for Republican candidates for local office, for freedom",2,rally,,,,,1,1,https://www.wkrn.com/news/local-news/williamson-county-gop-holds-rally-4-freedom-in-downtown-franklin/,,,,
Franklin,downtown,,TN,US,2020-10-11,,,,,,,The People's Plaza,"against President Trump, against white supremacy",1,counter-protest,,,,,0,1,https://www.wkrn.com/news/local-news/williamson-county-gop-holds-rally-4-freedom-in-downtown-franklin/,,,,
Georgetown,Georgetown Presbyterian Church,,DE,US,2020-10-11,,,,,,,general protesters,for unity and understanding through education,0,rally; march,,,,,1,1,https://www.wmdt.com/2020/10/annual-peace-week-delaware-includes-march-rally-in-georgetown/,,,,
Gilmer,Flyin' Feathers Ranch,,TX,US,2020-10-11,around 2-hundred supporters,200,,200,,,East Texans for Liberty,"for President Trump, for Republican candidates for office",2,rally,,,,,1,1,https://www.kltv.com/2020/10/11/rally-east-texas-draws-republican-heavyweights/,,,,
Harrison,Heights Plaza in Harrison to Lower Burrell,,PA,US,2020-10-11,hundreds of people,200,,200,,,general protesters,for President Trump,2,caravan,,,,,1,1,https://triblive.com/local/valley-news-dispatch/trump-supporters-gather-in-the-valley-for-caravan-and-rally/,,,,
Ithaca,Ithaca Commons to Ithaca Police Department,,NY,US,2020-10-11,,,,,,,general protesters,"against racism, against police violence",1,march,2,,,1,1,1,https://ithacavoice.com/2020/10/first-arrests-made-in-over-four-months-of-racial-justice-protests/,https://cornellsun.com/2020/10/12/ipd-officers-arrest-2-protesters-at-sunday-rally-for-black-lives/,,,
Kansas City,,,MO,US,2020-10-11,,,,,,,general protesters,for police,0,march,,,,,1,1,https://fox4kc.com/news/protest-leader-threatens-kcpd-officers-families-after-arrest-of-pregnant-woman-stirs-tension/,,,,
Kansas City,Arrowhead Stadium,,MO,US,2020-10-11,,,,,,,Not in Our Honor Coalition,against the use of native American imagery in sports,0,protest,,,,,0,1,https://www.thepitchkc.com/chiefs-honoree-protests-the-cultural-appropriation-of-native-populations/,,,,
Kansas City,KCMO City Hall,,MO,US,2020-10-11,,,,,,,general protesters,"against racism, for defunding police, for firing police Chief Rick Smith",1,occupation,,,,,0,1,https://news.yahoo.com/kansas-city-protests-continue-officer-205000479.html,,,,
Lewisburg,West Virginia State Fairgrounds,,WV,US,2020-10-11,,,,,,,Greenbriar County Republican Club,for Republican candidates for state and local office,2,rally,,,,,1,1,https://mountainmessenger.com/gop-rally-in-the-valley-featured-state-and-local-candidates/,,,,
Lexington,New Circle Rd,,KY,US,2020-10-11,,,,,,,Fayette County Republican Party,"for President Trump, for Republican candidates for local office",2,caravan,,,,,1,1,https://www.wtvq.com/2020/10/11/trump-parade-drives-around-new-circle-drawing-counter-dump-trump-protest/,,https://www.wkyt.com/2020/10/10/fayette-co-republican-party-hosts-pro-america-rally-at-whitaker-bank-ballpark/,,
Lexington,New Circle Rd,,KY,US,2020-10-11,about 25 people,25,,25,,,general protesters,against President Trump,1,counter-protest,,,,,0,1,https://www.wtvq.com/2020/10/11/trump-parade-drives-around-new-circle-drawing-counter-dump-trump-protest/,,https://www.wkyt.com/2020/10/10/fayette-co-republican-party-hosts-pro-america-rally-at-whitaker-bank-ballpark/,,
Lodi,Emerson Park,,CA,US,2020-10-11,,,,,,,general protestors,antiracism; seek justice for Breonna Taylor,1,protest,,,,,1,1,https://www.instagram.com/p/CGC3FnwB9bC/,,,,
Los Angeles,Turkish Consulate,,CA,US,2020-10-11,thousands,2000,,2000,,,general protestors,solidarity with Armenia,1,protest,0,0,0,0,1,1,https://apnews.com/article/turkey-los-angeles-azerbaijan-california-armenia-5987db90f22dc741fe1a1a2eaf45b83d,,,,
Lyndhurst,5096 Mayfield Rd,,OH,US,2020-10-11,,,,,,,general protesters,for Joe Biden,1,rally,,,,,1,1,https://fox8.com/news/rallies-scheduled-for-president-trump-joe-biden-here-in-northeast-ohio/,,,,
Madison,Holy Redeemer Catholic Church to Wisconsin State Capitol,,WI,US,2020-10-11,hundreds,200,,200,,,general protesters,"for unity, for peace",0,prayer rally,,,,,1,1,https://wkow.com/2020/10/11/hundreds-march-in-madison-for-prayer-rally/,,,,
Medina,,,OH,US,2020-10-11,,,,,,,general protesters,for President Trump,2,caravan,,,,,1,1,https://fox8.com/news/rallies-scheduled-for-president-trump-joe-biden-here-in-northeast-ohio/,,,,
Miami,,,FL,US,2020-10-11,hundreds of supporters,200,,200,,,general protesters,"for President Trump, against socialism",2,rally,,,,,1,1,https://wsvn.com/news/politics/donald-trump-jr-stumps-in-miami-ahead-of-presidents-florida-rally/,,,"Feat. Donald Trump, Jr. Fighters Against Socialism Bus Tour",
Miami,Tropical Park,,FL,US,2020-10-11,thousands,2000,,2000,,,general protesters,for Joe Biden,1,caravan; rally,,,,,0,1,https://www.miamiherald.com/news/local/article246379150.html,,,Change Is Here Rally,
Milwaukee,619 W Walnut St,,WI,US,2020-10-11,,,,,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor, for protecting Black women",1,protest,,,,,1,1,https://www.facebook.com/events/696876407594726/,,,,
Minneapolis,Lake Nokomis,,MN,US,2020-10-11,,,,,,,general protesters,"against domestic violence, for justice for Elisa Gomez",1,march,,,,,1,1,https://unicornriot.ninja/2020/he-got-away-with-murder-says-family-of-elisa-gomez/,,,4 Year Anniversary March for Elisa Gomez,
Missoula,Kiwanis Park,,MT,US,2020-10-11,nearly 100 people,100,,100,,,general protesters,for Republican candidate for governor,2,rally,,,,,1,1,https://nbcmontana.com/news/local/bullock-holds-campaign-rally-in-missoula,,,,
Nashville,Public Square Park,,TN,US,2020-10-11,"between 9,000 and 10,000 worshippers",9000,,10000,,,International Outreach Church,for reopening churches during coronavirus pandemic,2,worship protest,,,,,1,1,https://www.thecentersquare.com/tennessee/let-us-worship-protest-in-tennessee-under-investigation-by-nashville-health-department/article_f1a2259c-0ce2-11eb-837f-bf9a91e9a1b2.html,https://www.newschannel5.com/news/hundreds-attend-let-us-worship-protest-prayer-service-in-downtown-nashville,,,
New Haven,"Cross Campus, Yale University",,CT,US,2020-10-11,more than a hundred students and community members,100,,100,,,general protesters,"against racism, against police violence, for Black Lives Matter",1,rally,,,,,1,1,https://yaledailynews.com/blog/2020/10/12/yale-first-years-lead-rally-in-support-of-black-lives-matter/,,,,
New York,Foley Square,,NY,US,2020-10-11,,,,,,,general protesters,against solitary confinement in New York City jails,1,demonstration,,,,,1,1,https://twitter.com/NYCAIC/status/1315341215005540352,,,,
New York,Times Square,,NY,US,2020-10-11,about 60 protesters,60,,60,,,general protesters,against police brutality,1,march,,,,,0,1,https://twitter.com/protest_nyc/status/1315448806511718403,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-10-11,about 70 people,70,,70,,,general protesters,"for native peoples' rights, against environmental degredation",1,demonstration,,,,,0,1,https://twitter.com/protest_nyc/status/1315421641686614017,,,Indigenous Peoples Day of Rage,
New York,Borough Park,,NY,US,2020-10-11,hundreds,200,,200,,,general protesters,"against journalist who reported on efforts to evade coronavirus pandemic restrictions, for President Trump",2,demonstration,,,,,0,1,https://gothamist.com/news/police-arrest-heshy-tischler-his-backers-swarm-home-jewish-journalist-he-targeted,,,,
New York,Union Square,,NY,US,2020-10-11,,,,,,,Refuse Fascism NYC; Refuse Fascism,"against President Trump, against fascism",1,protest,,,,,1,1,,,,Trump/Pence out Now,
Oakland,Henry J Kaiser Park,,CA,US,2020-10-11,,,,,,,local Buddhists,antiracism; solidarity with Black women,1,"rally, meditation",,,,,1,1,https://sf.funcheap.com/sit-walk-listen-black-lives-matter-4/,,,,
Oakland,Lake Merritt,,CA,US,2020-10-11,,,,,,,general protestors,anti fascism; anti Trump/Pence,1,protest,,,,,0,1,https://sf.funcheap.com/white-supremacy-destroying-election-street-rally/,,,,
Palo Alto,Duveneck Elementary School,,CA,US,2020-10-11,,,,,,,general protesters,"against sexual violence, for reviews of sexual violence and harassment policies in South Bay schools",0,rally,,,,,1,1,https://www.ktvu.com/news/sex-assault-survivors-rally-at-home-of-santa-clara-county-supervisor,https://sanfrancisco.cbslocal.com/2020/10/12/students-protest-santa-clara-county-supervisor-simitians-position-on-sex-assault-study/,https://www.instagram.com/p/CGD4evlBG5k/,,
Park City,from Ogden to Park City,,UT,US,2020-10-11,thousands,2000,,2000,,,Utah Pride Center,for LGBTQ+ rights,1,rally,,,,,1,1,https://www.ksl.com/article/50029429/thousands-participate-online-and-in-cars-for-utah-pride-road-rally,https://www.fox13now.com/news/local-news/utah-pride-center-to-hold-first-ever-road-rally,https://www.fox13now.com/news/local-news/utah-pride-road-rally-held-in-slc,Also involved online participants.,
Philadelphia,Independence Mall,,PA,US,2020-10-11,,,,,,,Refuse Fascism Philly; Refuse Fascism,"against President Trump, against fascism",1,rally,,,,,1,1,https://www.facebook.com/events/377496803255181/?event_time_id=377496809921847,,,Trump/Pence out Now,
Pittsburgh,Roberto Clemente Bridge,,PA,US,2020-10-11,15 people,15,,15,,,general protesters,"against racism, for transgender people's rights, for Black Trans Lives Matter",1,roadblock,2,,,,1,1,https://pittsburgh.cbslocal.com/2020/10/11/protesters-blocking-traffic-gathering-on-clemente-bridge/,https://wbng.com/2020/10/11/2-face-charges-after-trying-to-hang-bridge-protest-banner/,https://www.wpxi.com/news/top-stories/two-arrested-after-protest-closes-roberto-clemente-bridge/EVDR3W26ABEPPEBEVTE2OUUZHM/,,
Pittsburgh,Freedom Corner to Alleghany Commons Park,,PA,US,2020-10-11,,,,,,,SisTersPGH,"for transgender people's rights, against racism",1,march,,,,,1,1,https://pittnews.com/article/160858/visual/gallery-peoples-pride-2020-march/,,,People’s Pride PGH 2020: Black Trans Lives Matter Too,
Portland,West Waterfront,,OR,US,2020-10-11,about 200 strong; about 300 people,200,,300,,,Generational Resistance,"for native peoples' rights, against racism, against colonialism, for abolishing police, against ICE",1,direct action,several,,,1,1,1,https://www.oregonlive.com/portland/2020/10/protesters-topple-portland-statues-of-theodore-roosevelt-abraham-lincoln-in-day-of-rage.html,https://www.kgw.com/article/news/local/protests/protesters-meet-under-burnside-bridge/283-977d7710-a41a-4fde-9f9a-86a5b2e85bc6,https://www.oregonlive.com/news/2020/10/latest-call-for-direct-action-escalated-portland-protest-destruction-pushed-for-anonymity.html,Indigenous Peoples Day of Rage. Protesters toppled statues of Theodore Roosevelt and Abraham Lincoln and damaged entrance to Oregon Historical Society.,
Portland,downtown,,OR,US,2020-10-11,,,,,,,general protesters,"for police, for President Trump",2,rally,,,,,0,1,https://www.oregonlive.com/portland/2020/10/protesters-topple-portland-statues-of-theodore-roosevelt-abraham-lincoln-in-day-of-rage.html,,,"Demonstrators and counter-protesters were lightly armed and clashed, but no injuries were reported or arrests made.",
Portland,downtown,,OR,US,2020-10-11,,,,,,,general protesters,"againt President Trump, against police",1,counter-protest,,,,,0,1,https://www.oregonlive.com/portland/2020/10/protesters-topple-portland-statues-of-theodore-roosevelt-abraham-lincoln-in-day-of-rage.html,,,"Demonstrators and counter-protesters were lightly armed and clashed, but no injuries were reported or arrests made.",
Proctorville,Kroger's,,OH,US,2020-10-11,more than 100 vehicles,100,,100,,,general protesters,for President Trump,2,caravan,,,,,1,1,https://www.wkbn.com/news/ohio/third-trump-train-rally-in-ohio-supporters-respond-to-debate-cancellation/,,,,
Pueblo,Rawlings Library,,CO,US,2020-10-11,hundreds of people,200,,200,,,Pueblo Abolish Columbus Day Committee; El Movimiento Sigue; American Indian Movement of Colorado,"for removing Columbus Day holiday, for native peoples' rights, against racism",1,march,,,,,1,1,https://news.yahoo.com/hundreds-march-sf-solidarity-armenians-200112127.html,https://www.fox21news.com/top-stories/four-directions-march-held-ahead-of-indigenous-peoples-day-in-pueblo/,,Four Directions March,
Rock Island,Douglas Park,,IL,US,2020-10-11,,,,,,,Well Suited,for empowerment of Black men,1,rally,,,,,1,1,https://www.kwqc.com/2020/10/12/well-suited-hosts-imatter-rally-in-rock-island/,https://www.wqad.com/article/news/local/i-matter-rally-held-rock-island-douglas-park/526-dc7944f2-6afa-464a-bc71-1f159f6355b4,,iMatter,
Sacramento,Mama Marks Park,,CA,US,2020-10-11,,,,,,,general protesters,"against gun violence, for justice for Makaylah Brent",0,rally,,,,,1,1,https://www.kcra.com/article/sacramento-bikers-cyclists-and-walkers-rally-to-take-back-their-parks/34339419#,,,,
San Francisco,Golden Gate Bridge,,CA,US,2020-10-11,hundreds,200,,200,,,general protesters,"against Azerbaijani aggression in Nagorny Karabakh, for halting U.S. military aid to Azerbaijan and Turkey",0,march,,,,,1,1,https://news.yahoo.com/hundreds-march-sf-solidarity-armenians-200112127.html,,,,
Santa Fe,Santa Fe Plaza,,NM,US,2020-10-11,,,,,,,general protesters,"against racism, against colonialism, for native peoples' rights, for removal of racist monument",1,demonstration,,,,,1,1,https://www.sfreporter.com/news/2020/10/11/plaza-obelisk-protest-ends-early/,,,,
Santa Fe,New Mexico Capitol Building,,NM,US,2020-10-11,count video,50,,100,,,parents; student-athletes,against postponing fall school sports during coronavirus pandemic,0,protest,,,,,1,1,https://www.krqe.com/sports/high-school-sports/santa-fe-protesters-ask-governor-to-reconsider-decision-on-fall-sports/,,,,
Santa Rosa,Old Courthouse Square,,CA,US,2020-10-11,about 50 people,50,,50,,,general protesters,"for additional federal economic stimulus during coronavirus pandemic, for reopening businesses",0,rally,,,,,1,1,https://www.pressdemocrat.com/article/business/sonoma-county-family-entertainment-businesses-rally-for-relief-from-covid-1/,,,,
Savannah,Forsyth Park,,GA,US,2020-10-11,,,,,,,general protesters,"for removal of Confederate monument, against racism, against police violence",1,protest; die-in,,,,,1,1,https://www.wtoc.com/2020/10/11/peaceful-protest-held-confederate-memorial-forsyth-park/,,,,
Seattle,Green Lake Park,,WA,US,2020-10-11,,,,,,,Veterans for Peace Seattle Chapter 92; Refuse Fascism; Refuse Fascism Seattle,"against President Trump, against fascism",1,rally,,,,,1,1,https://www.facebook.com/events/451664835780169/,,,Trump/Pence out Now,
Springfield,,,MO,US,2020-10-11,,,,,,,general protesters,for Joe Biden,1,caravan,,,,,1,1,https://www.ky3.com/2020/10/12/springfield-area-rallies-show-support-for-trump-biden-ahead-of-election/,,,,
Tampa,Tampa Convention Center,,FL,US,2020-10-11,,,,,,,general protesters,for President Trump,2,rally,,,,,1,1,https://www.wfla.com/news/local-news/live-trump-jr-in-tampa-for-fighters-against-socialism-tour/,,,"Feat. Donald Trump, Jr.",
